Masa Fragmento 1 (4He): 4.003 u
Masa Fragmento 2 (3He): 3.016 u
E1 (MeV)     E2 (MeV)     Sección Eficaz     E_rel (MeV) 
16.000000    10.371560    2.260939e-01       1.233810    
16.500000    9.984565     3.236448e-01       1.267026    
16.500000    9.984849     3.250688e-01       1.267716    
16.500000    9.985699     3.294023e-01       1.269788    
17.000000    9.598309     5.122940e-01       1.316739    
17.000000    9.598590     5.148127e-01       1.317420    
17.000000    9.599434     5.224643e-01       1.319465    
17.500000    9.211765     8.690913e-01       1.380372    
17.500000    9.212044     8.725868e-01       1.381044    
17.500000    9.212881     8.830031e-01       1.383058    
18.000000    8.825046     1.022523e+00       1.458193    
18.000000    8.825322     1.019603e+00       1.458854    
18.000000    8.826151     1.010515e+00       1.460835    
18.500000    8.438256     4.777329e-01       1.550520    
18.500000    8.438529     4.747177e-01       1.551168    
18.500000    8.439349     4.658035e-01       1.553113    
19.000000    8.051501     1.856629e-01       1.657730    
19.000000    8.051771     1.848537e-01       1.658365    
19.000000    8.052580     1.824612e-01       1.660270    
19.500000    7.664882     9.059737e-02       1.780265    
19.500000    7.665148     9.038888e-02       1.780885    
19.500000    7.665946     8.977066e-02       1.782748    
20.000000    7.278501     5.784731e-02       1.918641    
20.000000    7.278763     5.779855e-02       1.919247    
20.000000    7.279549     5.765394e-02       1.921063    
20.500000    6.892458     4.670480e-02       2.073461    
20.500000    6.892716     4.670218e-02       2.074050    
20.500000    6.893488     4.669462e-02       2.075817    
21.000000    6.506856     4.334325e-02       2.245425    
21.000000    6.507108     4.334800e-02       2.245996    
21.000000    6.507865     4.336212e-02       2.247710    
9.000000     15.472275    1.922365e-02       2.018070    
9.000000     15.472547    1.920796e-02       2.018789    
9.000000     15.473364    1.916091e-02       2.020948    
9.500000     15.114480    2.006198e-02       1.863923    
9.500000     15.114755    2.004966e-02       1.864650    
9.500000     15.115582    2.001278e-02       1.866831    
10.000000    14.753185    2.069797e-02       1.724869    
10.000000    14.753463    2.068369e-02       1.725602    
10.000000    14.754299    2.064121e-02       1.727800    
10.500000    14.388788    2.353510e-02       1.600491    
10.500000    14.389069    2.350573e-02       1.601228    
10.500000    14.389912    2.341856e-02       1.603440    
11.000000    14.021638    3.233273e-02       1.490440    
11.000000    14.021921    3.226032e-02       1.491181    
11.000000    14.022771    3.204563e-02       1.493404    
11.500000    13.652046    5.307968e-02       1.394429    
11.500000    13.652332    5.290296e-02       1.395172    
11.500000    13.653187    5.237923e-02       1.397402    
12.000000    13.280290    9.490864e-02       1.312220    
12.000000    13.280576    9.453528e-02       1.312965    
12.000000    13.281436    9.342384e-02       1.315198    
12.500000    12.906616    1.562821e-01       1.243628    
12.500000    12.906904    1.559668e-01       1.244373    
12.500000    12.907767    1.549781e-01       1.246607    
13.000000    12.531251    1.884717e-01       1.188510    
13.000000    12.531539    1.891286e-01       1.189254    
13.000000    12.532404    1.910088e-01       1.191484    
13.500000    12.154398    1.820053e-01       1.146765    
13.500000    12.154686    1.832991e-01       1.147507    
13.500000    12.155552    1.871769e-01       1.149732    
14.000000    11.776243    1.863776e-01       1.118334    
14.000000    11.776532    1.877932e-01       1.119072    
14.000000    11.777397    1.920856e-01       1.121288    
14.500000    11.396960    2.181891e-01       1.103195    
14.500000    11.397248    2.197364e-01       1.103929    
14.500000    11.398112    2.244388e-01       1.106133    
15.000000    11.016706    2.836185e-01       1.101365    
15.000000    11.016993    2.854735e-01       1.102095    
15.000000    11.017855    2.911058e-01       1.104283    
15.500000    10.635629    3.973100e-01       1.112901    
15.500000    10.635915    3.996846e-01       1.113624    
15.500000    10.636774    4.068643e-01       1.115794    
16.000000    10.253868    5.823557e-01       1.137896    
16.000000    10.254153    5.851564e-01       1.138613    
16.000000    10.255007    5.935124e-01       1.140761    
16.500000    9.871553     8.110573e-01       1.176486    
16.500000    9.871836     8.123165e-01       1.177194    
16.500000    9.872686     8.157487e-01       1.179318    
17.000000    9.488808     8.230096e-01       1.228847    
17.000000    9.489089     8.198230e-01       1.229546    
17.000000    9.489932     8.100769e-01       1.231642    
17.500000    9.105751     5.200789e-01       1.295202    
17.500000    9.106029     5.168529e-01       1.295891    
17.500000    9.106866     5.072995e-01       1.297956    
18.000000    8.722495     2.682630e-01       1.375821    
18.000000    8.722771     2.668886e-01       1.376498    
18.000000    8.723599     2.628289e-01       1.378529    
18.500000    8.339150     1.438140e-01       1.471026    
18.500000    8.339423     1.433222e-01       1.471691    
18.500000    8.340242     1.418661e-01       1.473685    
19.000000    7.955824     8.722709e-02       1.581201    
19.000000    7.956093     8.705715e-02       1.581852    
19.000000    7.956901     8.655292e-02       1.583806    
19.500000    7.572621     6.152544e-02       1.706793    
19.500000    7.572887     6.147362e-02       1.707429    
19.500000    7.573684     6.131981e-02       1.709339    
20.000000    7.189647     5.026049e-02       1.848324    
20.000000    7.189909     5.025159e-02       1.848945    
20.000000    7.190693     5.022528e-02       1.850807    
20.500000    6.807007     4.542785e-02       2.006403    
20.500000    6.807263     4.542931e-02       2.007007    
20.500000    6.808034     4.543357e-02       2.008819    
9.500000     14.948670    1.917523e-02       1.746862    
9.500000     14.948945    1.916114e-02       1.747606    
9.500000     14.949772    1.911886e-02       1.749836    
10.000000    14.591594    1.923212e-02       1.609811    
10.000000    14.591873    1.922170e-02       1.610560    
10.000000    14.592708    1.919053e-02       1.612809    
10.500000    14.231340    1.907349e-02       1.487462    
10.500000    14.231621    1.906299e-02       1.488216    
10.500000    14.232464    1.903180e-02       1.490480    
11.000000    13.868261    2.030986e-02       1.379470    
11.000000    13.868544    2.029146e-02       1.380228    
11.000000    13.869394    2.023691e-02       1.382502    
11.500000    13.502674    2.497357e-02       1.285549    
11.500000    13.502959    2.493419e-02       1.286310    
11.500000    13.503813    2.481741e-02       1.288591    
12.000000    13.134859    3.540916e-02       1.205466    
12.000000    13.135145    3.532710e-02       1.206228    
12.000000    13.136004    3.508363e-02       1.208513    
12.500000    12.765069    5.445684e-02       1.139036    
12.500000    12.765356    5.429602e-02       1.139798    
12.500000    12.766218    5.381853e-02       1.142084    
13.000000    12.393533    8.559951e-02       1.086119    
13.000000    12.393821    8.530829e-02       1.086880    
13.000000    12.394685    8.444136e-02       1.089164    
13.500000    12.020458    1.318719e-01       1.046619    
13.500000    12.020747    1.314034e-01       1.047378    
13.500000    12.021611    1.300001e-01       1.049655    
14.000000    11.646035    1.932455e-01       1.020477    
14.000000    11.646324    1.925768e-01       1.021233    
14.000000    11.647188    1.905559e-01       1.023500    
14.500000    11.270439    2.646914e-01       1.007675    
14.500000    11.270727    2.637610e-01       1.008426    
14.500000    11.271590    2.609368e-01       1.010682    
15.000000    10.893832    3.333940e-01       1.008232    
15.000000    10.894119    3.320438e-01       1.008979    
15.000000    10.894980    3.279653e-01       1.011219    
15.500000    10.516364    3.740660e-01       1.022209    
15.500000    10.516650    3.722248e-01       1.022949    
15.500000    10.517508    3.667170e-01       1.025170    
16.000000    10.138177    3.604087e-01       1.049702    
16.000000    10.138462    3.584150e-01       1.050435    
16.000000    10.139315    3.525000e-01       1.052634    
16.500000    9.759405     2.970666e-01       1.090849    
16.500000    9.759687     2.954651e-01       1.091573    
16.500000    9.760536     2.907314e-01       1.093748    
17.000000    9.380173     2.187804e-01       1.145831    
17.000000    9.380454     2.177750e-01       1.146546    
17.000000    9.381296     2.148034e-01       1.148692    
17.500000    9.000604     1.531460e-01       1.214873    
17.500000    9.000882     1.526056e-01       1.215578    
17.500000    9.001718     1.510057e-01       1.217693    
18.000000    8.620813     1.075000e-01       1.298251    
18.000000    8.621089     1.072358e-01       1.298944    
18.000000    8.621916     1.064524e-01       1.301024    
18.500000    8.240914     7.876232e-02       1.396291    
18.500000    8.241187     7.864426e-02       1.396971    
18.500000    8.242004     7.829374e-02       1.399014    
19.000000    7.861017     6.188034e-02       1.509381    
19.000000    7.861286     6.183505e-02       1.510048    
19.000000    7.862093     6.170054e-02       1.512048    
19.500000    7.481230     5.252452e-02       1.637973    
19.500000    7.481495     5.251190e-02       1.638625    
19.500000    7.482291     5.247442e-02       1.640581    
20.000000    7.101663     4.723472e-02       1.782597    
20.000000    7.101923     4.723193e-02       1.783233    
20.000000    7.102706     4.722351e-02       1.785141    
9.500000     14.783721    1.828255e-02       1.634510    
9.500000     14.783996    1.826544e-02       1.635270    
9.500000     14.784822    1.821411e-02       1.637549    
10.000000    14.430870    1.883395e-02       1.499510    
10.000000    14.431148    1.882103e-02       1.500276    
10.000000    14.431982    1.878227e-02       1.502574    
10.500000    14.074762    1.839510e-02       1.379232    
10.500000    14.075042    1.838657e-02       1.380003    
10.500000    14.075885    1.836108e-02       1.382316    
11.000000    13.715758    1.765110e-02       1.273334    
11.000000    13.716041    1.764493e-02       1.274109    
11.000000    13.716889    1.762662e-02       1.276433    
11.500000    13.354178    1.768334e-02       1.181533    
11.500000    13.354463    1.767533e-02       1.182311    
11.500000    13.355317    1.765170e-02       1.184643    
12.000000    12.990309    1.970431e-02       1.103599    
12.000000    12.990595    1.968834e-02       1.104378    
12.000000    12.991453    1.964112e-02       1.106714    
12.500000    12.624406    2.484286e-02       1.039350    
12.500000    12.624693    2.481041e-02       1.040129    
12.500000    12.625554    2.471415e-02       1.042466    
13.000000    12.256702    3.404819e-02       0.988649    
13.000000    12.256990    3.398641e-02       0.989427    
13.000000    12.257853    3.380293e-02       0.991761    
13.500000    11.887409    4.792415e-02       0.951400    
13.500000    11.887697    4.781374e-02       0.952176    
13.500000    11.888561    4.748581e-02       0.954504    
14.000000    11.516720    6.615477e-02       0.927549    
14.000000    11.517008    6.597161e-02       0.928322    
14.000000    11.517872    6.542803e-02       0.930641    
14.500000    11.144814    8.650379e-02       0.917081    
14.500000    11.145101    8.623079e-02       0.917849    
14.500000    11.145963    8.542140e-02       0.920156    
15.000000    10.771855    1.044490e-01       0.920018    
15.000000    10.772141    1.040955e-01       0.920781    
15.000000    10.773001    1.030480e-01       0.923072    
15.500000    10.397997    1.148567e-01       0.936422    
15.500000    10.398283    1.144666e-01       0.937179    
15.500000    10.399140    1.133112e-01       0.939450    
16.000000    10.023386    1.150681e-01       0.966393    
16.000000    10.023670    1.147026e-01       0.967143    
16.000000    10.024523    1.136198e-01       0.969392    
16.500000    9.648157     1.065157e-01       1.010073    
16.500000    9.648439     1.062214e-01       1.010814    
16.500000    9.649287     1.053489e-01       1.013038    
17.000000    9.272440     9.326818e-02       1.067646    
17.000000    9.272720     9.306090e-02       1.068378    
17.000000    9.273561     9.244588e-02       1.070573    
17.500000    8.896359     7.942504e-02       1.139342    
17.500000    8.896637     7.929590e-02       1.140063    
17.500000    8.897470     7.891246e-02       1.142226    
18.000000    8.520033     6.757712e-02       1.225438    
18.000000    8.520308     6.750640e-02       1.226147    
18.000000    8.521133     6.729635e-02       1.228275    
18.500000    8.143578     5.866092e-02       1.326267    
18.500000    8.143850     5.862788e-02       1.326963    
18.500000    8.144665     5.852969e-02       1.329052    
19.000000    7.767108     5.239548e-02       1.442221    
19.000000    7.767376     5.238240e-02       1.442903    
19.000000    7.768181     5.234345e-02       1.444949    
19.500000    7.390735     4.777640e-02       1.573757    
19.500000    7.391000     4.776989e-02       1.574424    
19.500000    7.391793     4.775029e-02       1.576425    
10.000000    14.271073    1.831827e-02       1.393946    
10.000000    14.271351    1.830163e-02       1.394728    
10.000000    14.272184    1.825170e-02       1.397074    
10.500000    13.919113    1.850286e-02       1.275779    
10.500000    13.919393    1.849067e-02       1.276566    
10.500000    13.920234    1.845410e-02       1.278927    
11.000000    13.564186    1.783764e-02       1.172009    
11.000000    13.564468    1.783063e-02       1.172800    
11.000000    13.565315    1.780961e-02       1.175173    
11.500000    13.206615    1.683965e-02       1.082356    
11.500000    13.206899    1.683697e-02       1.083150    
11.500000    13.207752    1.682904e-02       1.085531    
12.000000    12.846692    1.629102e-02       1.006594    
12.000000    12.846978    1.629035e-02       1.007389    
12.000000    12.847834    1.628856e-02       1.009774    
12.500000    12.484678    1.702638e-02       0.944542    
12.500000    12.484964    1.702419e-02       0.945337    
12.500000    12.485824    1.701794e-02       0.947723    
13.000000    12.120807    1.972215e-02       0.896066    
13.000000    12.121095    1.971376e-02       0.896861    
13.000000    12.121956    1.968913e-02       0.899244    
13.500000    11.755297    2.471722e-02       0.861075    
13.500000    11.755584    2.469701e-02       0.861868    
13.500000    11.756446    2.463721e-02       0.864245    
14.000000    11.388342    3.182710e-02       0.839517    
14.000000    11.388630    3.178935e-02       0.840306    
14.000000    11.389492    3.167741e-02       0.842674    
14.500000    11.020126    4.020584e-02       0.831377    
14.500000    11.020413    4.014719e-02       0.832163    
14.500000    11.021273    3.997317e-02       0.834518    
15.000000    10.650815    4.842556e-02       0.836684    
15.000000    10.651102    4.834796e-02       0.837464    
15.000000    10.651960    4.811768e-02       0.839803    
15.500000    10.280568    5.491858e-02       0.855500    
15.500000    10.280853    5.483046e-02       0.856273    
15.500000    10.281709    5.456895e-02       0.858593    
16.000000    9.909532     5.863747e-02       0.887930    
16.000000    9.909815     5.855110e-02       0.888695    
16.000000    9.910666     5.829475e-02       0.890993    
16.500000    9.537845     5.946071e-02       0.934117    
16.500000    9.538127     5.938723e-02       0.934875    
16.500000    9.538972     5.916912e-02       0.937146    
17.000000    9.165641     5.807387e-02       0.994251    
17.000000    9.165920     5.801955e-02       0.994998    
17.000000    9.166759     5.785825e-02       0.997241    
17.500000    8.793046     5.548292e-02       1.068563    
17.500000    8.793323     5.544807e-02       1.069300    
17.500000    8.794154     5.534457e-02       1.071509    
18.000000    8.420182     5.250879e-02       1.157336    
18.000000    8.420456     5.248914e-02       1.158061    
18.000000    8.421279     5.243070e-02       1.160234    
18.500000    8.047169     4.950557e-02       1.260907    
18.500000    8.047440     4.949458e-02       1.261618    
18.500000    8.048254     4.946170e-02       1.263752    
19.000000    7.674124     4.634751e-02       1.379671    
19.000000    7.674391     4.633864e-02       1.380368    
19.000000    7.675194     4.631191e-02       1.382459    
10.500000    13.764451    1.828391e-02       1.177077    
11.000000    13.413600    1.831081e-02       1.075468    
11.000000    13.413881    1.829880e-02       1.076274    
11.000000    13.414727    1.826275e-02       1.078695    
11.500000    13.060038    1.765706e-02       0.987989    
11.500000    13.060321    1.765069e-02       0.988799    
11.500000    13.061172    1.763154e-02       0.991228    
12.000000    12.704061    1.673437e-02       0.914418    
12.000000    12.704346    1.673349e-02       0.915229    
12.000000    12.705200    1.673083e-02       0.917663    
12.500000    12.345933    1.613420e-02       0.854578    
12.500000    12.346219    1.613745e-02       0.855390    
12.500000    12.347077    1.614725e-02       0.857824    
13.000000    11.985895    1.645293e-02       0.808339    
13.000000    11.986182    1.645800e-02       0.809149    
13.000000    11.987042    1.647332e-02       0.811581    
13.500000    11.624166    1.811255e-02       0.775610    
13.500000    11.624452    1.811656e-02       0.776418    
13.500000    11.625313    1.812882e-02       0.778844    
14.000000    11.260944    2.122080e-02       0.756342    
14.000000    11.261231    2.122097e-02       0.757147    
14.000000    11.262091    2.122186e-02       0.759564    
14.500000    10.896416    2.551359e-02       0.750526    
14.500000    10.896702    2.550805e-02       0.751327    
14.500000    10.897561    2.549197e-02       0.753730    
15.000000    10.530752    3.040809e-02       0.758190    
15.000000    10.531038    3.039670e-02       0.758986    
15.000000    10.531894    3.036325e-02       0.761373    
15.500000    10.164113    3.518944e-02       0.779402    
15.500000    10.164398    3.517403e-02       0.780191    
15.500000    10.165251    3.512856e-02       0.782558    
16.000000    9.796649     3.923929e-02       0.814268    
16.000000    9.796932     3.922285e-02       0.815049    
16.000000    9.797781     3.917425e-02       0.817394    
16.500000    9.428502     4.220253e-02       0.862936    
16.500000    9.428783     4.218791e-02       0.863709    
16.500000    9.429626     4.214460e-02       0.866027    
17.000000    9.059807     4.399790e-02       0.925598    
17.000000    9.060086     4.398652e-02       0.926360    
17.000000    9.060923     4.395274e-02       0.928649    
17.500000    8.690695     4.468790e-02       1.002489    
17.500000    8.690971     4.467921e-02       1.003240    
17.500000    8.691800     4.465327e-02       1.005496    
18.000000    8.321289     4.432076e-02       1.093896    
18.000000    8.321563     4.431272e-02       1.094635    
18.000000    8.322384     4.428852e-02       1.096854    
11.500000    12.914497    1.823897e-02       0.898400    
11.500000    12.914780    1.822635e-02       0.899225    
11.500000    12.915628    1.818841e-02       0.901700    
12.000000    12.562463    1.776775e-02       0.827040    
12.000000    12.562747    1.776066e-02       0.827866    
12.000000    12.563600    1.773931e-02       0.830346    
12.500000    12.208219    1.715268e-02       0.769425    
12.500000    12.208505    1.715132e-02       0.770252    
12.500000    12.209360    1.714710e-02       0.772733    
13.000000    11.852011    1.683931e-02       0.725429    
13.000000    11.852297    1.684285e-02       0.726255    
13.000000    11.853154    1.685337e-02       0.728734    
13.500000    11.494059    1.724323e-02       0.694964    
13.500000    11.494345    1.725014e-02       0.695789    
13.500000    11.495203    1.727077e-02       0.698261    
14.000000    11.134567    1.862260e-02       0.677985    
14.000000    11.134853    1.863100e-02       0.678806    
14.000000    11.135711    1.865614e-02       0.681269    
14.500000    10.773724    2.100081e-02       0.674484    
14.500000    10.774009    2.100896e-02       0.675301    
14.500000    10.774866    2.103339e-02       0.677751    
15.000000    10.411703    2.416708e-02       0.684493    
15.000000    10.411988    2.417376e-02       0.685304    
15.000000    10.412842    2.419385e-02       0.687738    
15.500000    10.048668    2.774250e-02       0.708082    
15.500000    10.048952    2.774714e-02       0.708887    
15.500000    10.049802    2.776109e-02       0.711300    
16.000000    9.684772     3.128500e-02       0.745362    
16.000000    9.685054     3.128746e-02       0.746158    
16.000000    9.685900     3.129482e-02       0.748549    
16.500000    9.320160     3.437724e-02       0.796482    
16.500000    9.320440     3.437737e-02       0.797270    
16.500000    9.321281     3.437769e-02       0.799633    
17.000000    8.954970     3.666788e-02       0.861638    
17.000000    8.955248     3.666526e-02       0.862415    
17.000000    8.956082     3.665727e-02       0.864749    
13.000000    11.719197    1.770181e-02       0.647298    
13.000000    11.719482    1.769719e-02       0.648139    
13.000000    11.720336    1.768314e-02       0.650663    
13.500000    11.365017    1.779664e-02       0.619099    
13.500000    11.365303    1.779643e-02       0.619938    
13.500000    11.366158    1.779556e-02       0.622456    
14.000000    11.009250    1.847820e-02       0.604404    
14.000000    11.009535    1.848121e-02       0.605240    
14.000000    11.010390    1.849000e-02       0.607749    
14.500000    10.652086    1.987942e-02       0.603209    
14.500000    10.652371    1.988415e-02       0.604041    
14.500000    10.653225    1.989808e-02       0.606536    
15.000000    10.293703    2.195610e-02       0.615548    
15.000000    10.293987    2.196097e-02       0.616374    
15.000000    10.294838    2.197534e-02       0.618853    
15.500000    9.934266     2.449562e-02       0.641495    
15.500000    9.934549     2.449922e-02       0.642315    
15.500000    9.935396     2.450979e-02       0.644773    
8.000000     19.674568    1.168809e-01       5.875054    
8.000000     19.674814    1.172023e-01       5.875349    
8.000000     19.675554    1.181810e-01       5.876237    
8.500000     19.237844    7.364433e-02       5.671565    
8.500000     19.238095    7.365816e-02       5.671864    
8.500000     19.238846    7.370066e-02       5.672761    
9.000000     18.798582    7.295797e-02       5.482129    
9.000000     18.798836    7.292713e-02       5.482431    
9.000000     18.799598    7.283509e-02       5.483335    
23.500000    5.777187     6.419919e-02       5.235331    
23.500000    5.777406     6.424266e-02       5.235497    
23.500000    5.778064     6.437384e-02       5.235994    
24.000000    5.330318     1.959216e-01       5.434238    
24.000000    5.330531     1.962492e-01       5.434390    
24.000000    5.331169     1.972374e-01       5.434849    
24.500000    4.883697     1.706785e+00       5.654815    
24.500000    4.883903     1.704806e+00       5.654954    
24.500000    4.884521     1.698721e+00       5.655372    
25.000000    4.437223     1.296962e-01       5.899357    
25.000000    4.437422     1.295735e-01       5.899482    
25.000000    4.438018     1.292067e-01       5.899856    
25.500000    3.990751     4.328587e-02       6.170787    
25.500000    3.990942     4.326717e-02       6.170896    
25.500000    3.991514     4.321111e-02       6.171223    
8.000000     19.495680    1.199249e-01       5.661797    
8.000000     19.495929    1.202911e-01       5.662118    
8.000000     19.496678    1.214059e-01       5.663080    
8.500000     19.062701    7.351152e-02       5.458354    
8.500000     19.062954    7.353028e-02       5.458678    
8.500000     19.063715    7.358750e-02       5.459651    
9.000000     18.627110    7.022020e-02       5.269147    
9.000000     18.627368    7.020205e-02       5.269474    
9.000000     18.628139    7.014803e-02       5.270455    
23.500000    5.699670     8.579033e-02       5.105863    
23.500000    5.699890     8.586888e-02       5.106047    
23.500000    5.700553     8.610575e-02       5.106600    
24.000000    5.256179     3.462764e-01       5.311185    
24.000000    5.256393     3.470873e-01       5.311356    
24.000000    5.257037     3.495372e-01       5.311868    
24.500000    4.813007     6.483397e-01       5.538605    
24.500000    4.813215     6.465261e-01       5.538761    
24.500000    4.813837     6.411237e-01       5.539230    
25.000000    4.370069     8.683557e-02       5.790474    
25.000000    4.370269     8.677866e-02       5.790615    
25.000000    4.370869     8.660835e-02       5.791037    
8.000000     19.315830    1.333490e-01       5.452488    
8.000000     19.316083    1.338192e-01       5.452834    
8.000000     19.316840    1.352470e-01       5.453869    
8.500000     18.886664    7.265671e-02       5.249208    
8.500000     18.886920    7.268343e-02       5.249556    
8.500000     18.887690    7.276458e-02       5.250603    
9.000000     18.454811    6.668921e-02       5.060337    
9.000000     18.455071    6.668345e-02       5.060689    
9.000000     18.455852    6.666658e-02       5.061746    
23.000000    6.063110     6.282203e-02       4.790024    
23.000000    6.063339     6.282843e-02       4.790240    
23.000000    6.064024     6.284841e-02       4.790888    
23.500000    5.622595     1.189868e-01       4.981101    
23.500000    5.622817     1.191332e-01       4.981303    
23.500000    5.623484     1.195751e-01       4.981911    
24.000000    5.182513     7.768611e-01       5.192769    
24.000000    5.182728     7.793470e-01       5.192957    
24.000000    5.183376     7.868564e-01       5.193522    
24.500000    4.742820     2.533997e-01       5.426955    
24.500000    4.743028     2.529314e-01       5.427128    
24.500000    4.743655     2.515353e-01       5.427646    
25.000000    4.303445     6.308865e-02       5.686066    
25.000000    4.303647     6.305762e-02       5.686222    
25.000000    4.304250     6.296465e-02       5.686690    
8.000000     19.135127    1.673595e-01       5.247197    
8.000000     19.135382    1.679919e-01       5.247566    
8.000000     19.136147    1.698963e-01       5.248673    
8.500000     18.709838    7.224673e-02       5.044192    
8.500000     18.710097    7.228862e-02       5.044565    
8.500000     18.710874    7.241565e-02       5.045685    
9.000000     18.281786    6.293415e-02       4.855764    
9.000000     18.282048    6.293978e-02       4.856141    
9.000000     18.282837    6.295704e-02       4.857271    
23.000000    5.983136     7.514283e-02       4.664049    
23.000000    5.983365     7.517405e-02       4.664284    
23.000000    5.984055     7.526867e-02       4.664988    
23.500000    5.545998     1.786241e-01       4.861032    
23.500000    5.546222     1.789360e-01       4.861253    
23.500000    5.546893     1.798778e-01       4.861914    
24.000000    5.109352     1.361529e+00       5.078975    
24.000000    5.109569     1.360883e+00       5.079180    
24.000000    5.110220     1.358770e+00       5.079795    
24.500000    4.673165     1.307724e-01       5.319846    
24.500000    4.673375     1.306262e-01       5.320035    
24.500000    4.674005     1.301897e-01       5.320601    
25.000000    4.237382     4.833278e-02       5.586106    
25.000000    4.237584     4.831266e-02       5.586277    
25.000000    4.238191     4.825235e-02       5.586791    
8.000000     18.953676    2.297471e-01       5.045987    
8.000000     18.953933    2.303552e-01       5.046379    
8.000000     18.954706    2.321335e-01       5.047557    
8.500000     18.532325    7.421127e-02       4.843370    
8.500000     18.532587    7.428471e-02       4.843767    
8.500000     18.533372    7.450746e-02       4.844959    
9.000000     18.108133    5.953018e-02       4.655489    
9.000000     18.108399    5.954659e-02       4.655890    
9.000000     18.109195    5.959621e-02       4.657093    
22.500000    6.338170     6.996986e-02       4.359949    
22.500000    6.338881     6.989708e-02       4.360751    
23.000000    5.903647     9.383805e-02       4.542820    
23.000000    5.903878     9.391093e-02       4.543074    
23.000000    5.904572     9.413119e-02       4.543833    
23.500000    5.469913     3.196729e-01       4.745642    
23.500000    5.470138     3.205306e-01       4.745879    
23.500000    5.470814     3.231259e-01       4.746593    
24.000000    5.036728     5.109972e-01       4.969781    
24.000000    5.036947     5.094387e-01       4.970003    
24.000000    5.037601     5.048000e-01       4.970668    
24.500000    4.604073     8.194990e-02       5.217252    
24.500000    4.604284     8.189466e-02       5.217456    
24.500000    4.604916     8.172948e-02       5.218070    
8.000000     18.771583    2.931788e-01       4.848919    
8.000000     18.771843    2.929579e-01       4.849335    
8.000000     18.772622    2.921865e-01       4.850583    
8.500000     18.354230    8.184709e-02       4.646801    
8.500000     18.354494    8.198824e-02       4.647222    
8.500000     18.355286    8.241676e-02       4.648484    
9.000000     17.933954    5.705250e-02       4.459567    
9.000000     17.934222    5.708123e-02       4.459992    
9.000000     17.935025    5.716799e-02       4.461267    
9.500000     17.511157    4.841681e-02       4.286639    
9.500000     17.511428    4.842778e-02       4.287067    
9.500000     17.512242    4.846093e-02       4.288352    
22.500000    6.255582     7.621434e-02       4.237736    
22.500000    6.255821     7.621150e-02       4.238022    
22.500000    6.256536     7.620400e-02       4.238880    
23.000000    5.824678     1.256633e-01       4.426322    
23.000000    5.824911     1.258240e-01       4.426593    
23.000000    5.825608     1.263094e-01       4.427406    
23.500000    5.394373     7.547512e-01       4.634908    
23.500000    5.394599     7.572361e-01       4.635163    
23.500000    5.395277     7.647147e-01       4.635928    
24.000000    4.964673     1.871534e-01       4.865165    
24.000000    4.964892     1.868032e-01       4.865403    
24.000000    4.965550     1.857598e-01       4.866116    
24.500000    4.535571     5.846224e-02       5.119145    
24.500000    4.535783     5.843702e-02       5.119364    
24.500000    4.536418     5.836149e-02       5.120024    
8.000000     18.588952    2.936350e-01       4.656051    
8.000000     18.589214    2.923628e-01       4.656490    
8.000000     18.590000    2.885199e-01       4.657805    
8.500000     18.175651    1.013924e-01       4.454538    
8.500000     18.175918    1.016821e-01       4.454982    
8.500000     18.176716    1.025626e-01       4.456313    
9.000000     17.759345    5.626147e-02       4.268050    
9.000000     17.759615    5.630853e-02       4.268499    
9.000000     17.760425    5.645075e-02       4.269844    
9.500000     17.340442    4.463210e-02       4.096008    
9.500000     17.340716    4.464979e-02       4.096460    
9.500000     17.341536    4.470322e-02       4.097816    
22.000000    6.601884     7.914728e-02       3.945509    
22.000000    6.602129     7.909854e-02       3.945828    
22.000000    6.602865     7.895326e-02       3.946784    
22.500000    6.173763     8.710807e-02       4.120569    
22.500000    6.174003     8.713861e-02       4.120873    
22.500000    6.174722     8.723167e-02       4.121785    
23.000000    5.746263     1.948070e-01       4.314534    
23.000000    5.746496     1.952277e-01       4.314822    
23.000000    5.747197     1.965010e-01       4.315687    
23.500000    5.319408     7.609459e-01       4.528809    
23.500000    5.319635     7.588555e-01       4.529081    
23.500000    5.320316     7.525625e-01       4.529895    
24.000000    4.893214     9.574275e-02       4.765097    
24.000000    4.893434     9.564708e-02       4.765351    
24.000000    4.894094     9.536158e-02       4.766112    
24.500000    4.467688     4.554404e-02       5.025493    
24.500000    4.467901     4.552912e-02       5.025727    
24.500000    4.468538     4.548434e-02       5.026431    
8.000000     18.405887    2.367660e-01       4.467434    
8.000000     18.406151    2.354077e-01       4.467895    
8.000000     18.406943    2.313752e-01       4.469278    
8.500000     17.996690    1.459104e-01       4.266631    
8.500000     17.996958    1.465334e-01       4.267097    
8.500000     17.997763    1.484293e-01       4.268497    
9.000000     17.584403    5.845219e-02       4.080987    
9.000000     17.584675    5.853173e-02       4.081458    
9.000000     17.585492    5.877235e-02       4.082872    
9.500000     17.169443    4.202319e-02       3.909918    
9.500000     17.169718    4.204928e-02       3.910393    
9.500000     17.170544    4.212812e-02       3.911819    
22.000000    6.517242     8.151842e-02       3.828068    
22.000000    6.517488     8.149203e-02       3.828405    
22.000000    6.518227     8.141395e-02       3.829417    
22.500000    6.092509     1.075529e-01       4.008159    
22.500000    6.092749     1.076473e-01       4.008481    
