Masa Fragmento 1 (4He): 4.003 u
Masa Fragmento 2 (3He): 3.016 u
E1 (MeV)     E2 (MeV)     Sección Eficaz     E_rel (MeV) 
18.000000    11.457629    1.119555e+00       1.600252    
18.000000    11.457794    1.123554e+00       1.600662    
18.000000    11.458287    1.135661e+00       1.601892    
18.500000    11.039343    1.693025e+00       1.638414    
18.500000    11.039506    1.699215e+00       1.638819    
18.500000    11.039996    1.717938e+00       1.640034    
19.000000    10.620428    2.847420e+00       1.689875    
19.000000    10.620591    2.857106e+00       1.690274    
19.000000    10.621077    2.886283e+00       1.691473    
19.500000    10.200951    4.346238e+00       1.754910    
19.500000    10.201112    4.350221e+00       1.755303    
19.500000    10.201595    4.361656e+00       1.756483    
20.000000    9.780968     3.183094e+00       1.833843    
20.000000    9.781127     3.174660e+00       1.834230    
20.000000    9.781606     3.149380e+00       1.835390    
20.500000    9.360532     1.389951e+00       1.927057    
20.500000    9.360689     1.386389e+00       1.927437    
20.500000    9.361163     1.375779e+00       1.928575    
21.000000    8.939689     6.537897e-01       2.034993    
21.000000    8.939845     6.526916e-01       2.035365    
21.000000    8.940313     6.494164e-01       2.036481    
21.500000    8.518482     3.704869e-01       2.158168    
21.500000    8.518636     3.700984e-01       2.158531    
21.500000    8.519098     3.689376e-01       2.159622    
22.000000    8.096946     2.461869e-01       2.297177    
22.000000    8.097098     2.460176e-01       2.297531    
22.000000    8.097553     2.455112e-01       2.298595    
22.500000    7.675110     1.823031e-01       2.452714    
22.500000    7.675259     1.822102e-01       2.453059    
22.500000    7.675708     1.819322e-01       2.454094    
11.000000    17.043502    4.900282e-02       2.262404    
11.000000    17.043663    4.899546e-02       2.262850    
11.000000    17.044149    4.897326e-02       2.264189    
11.500000    16.649175    6.321815e-02       2.123485    
11.500000    16.649338    6.320905e-02       2.123934    
11.500000    16.649828    6.318175e-02       2.125281    
12.000000    16.252245    8.755392e-02       1.997968    
12.000000    16.252409    8.752453e-02       1.998419    
12.000000    16.252903    8.743666e-02       1.999771    
12.500000    15.852958    1.346769e-01       1.885612    
12.500000    15.853124    1.345852e-01       1.886065    
12.500000    15.853620    1.343114e-01       1.887421    
13.000000    15.451534    2.266666e-01       1.786222    
13.000000    15.451701    2.264136e-01       1.786675    
13.000000    15.452200    2.256586e-01       1.788034    
13.500000    15.048171    4.055401e-01       1.699640    
13.500000    15.048338    4.048773e-01       1.700093    
13.500000    15.048839    4.029010e-01       1.701453    
14.000000    14.643047    7.507760e-01       1.625746    
14.000000    14.643214    7.491350e-01       1.626199    
14.000000    14.643717    7.442444e-01       1.627559    
14.500000    14.236322    1.362272e+00       1.564458    
14.500000    14.236490    1.359020e+00       1.564910    
14.500000    14.236993    1.349293e+00       1.566267    
15.000000    13.828143    2.137903e+00       1.515724    
15.000000    13.828311    2.135000e+00       1.516175    
15.000000    13.828815    2.126110e+00       1.517528    
15.500000    13.418642    2.592842e+00       1.479529    
15.500000    13.418810    2.595022e+00       1.479978    
15.500000    13.419314    2.601154e+00       1.481325    
16.000000    13.007942    2.642747e+00       1.455888    
16.000000    13.008110    2.649548e+00       1.456335    
16.000000    13.008613    2.669657e+00       1.457675    
16.500000    12.596153    2.676060e+00       1.444850    
16.500000    12.596320    2.684760e+00       1.445294    
16.500000    12.596823    2.710698e+00       1.446625    
17.000000    12.183377    2.922082e+00       1.446499    
17.000000    12.183544    2.931286e+00       1.446939    
17.000000    12.184045    2.958729e+00       1.448260    
17.500000    11.769707    3.427610e+00       1.460951    
17.500000    11.769873    3.435663e+00       1.461387    
17.500000    11.770372    3.459475e+00       1.462696    
18.000000    11.355229    3.973608e+00       1.488361    
18.000000    11.355394    3.976142e+00       1.488793    
18.000000    11.355891    3.983178e+00       1.490087    
18.500000    10.940021    3.831530e+00       1.528922    
18.500000    10.940186    3.825414e+00       1.529349    
18.500000    10.940679    3.806776e+00       1.530628    
19.000000    10.524157    2.736157e+00       1.582869    
19.000000    10.524320    2.728629e+00       1.583290    
19.000000    10.524810    2.706138e+00       1.584552    
19.500000    10.107702    1.619387e+00       1.650481    
19.500000    10.107864    1.615273e+00       1.650896    
19.500000    10.108350    1.603021e+00       1.652139    
20.000000    9.690716     9.354405e-01       1.732089    
20.000000    9.690877     9.336515e-01       1.732497    
20.000000    9.691359     9.283187e-01       1.733719    
20.500000    9.273256     5.707471e-01       1.828079    
20.500000    9.273415     5.699749e-01       1.828479    
20.500000    9.273891     5.676697e-01       1.829679    
21.000000    8.855369     3.757754e-01       1.938901    
21.000000    8.855526     3.754153e-01       1.939293    
21.000000    8.855997     3.743388e-01       1.940469    
21.500000    8.437101     2.656495e-01       2.065075    
21.500000    8.437256     2.654598e-01       2.065459    
21.500000    8.437721     2.648922e-01       2.066608    
22.000000    8.018490     1.980683e-01       2.207208    
22.000000    8.018643     1.979532e-01       2.207582    
22.000000    8.019102     1.976082e-01       2.208704    
11.500000    16.502405    5.241028e-02       1.991694    
11.500000    16.502569    5.240288e-02       1.992164    
11.500000    16.503063    5.238058e-02       1.993573    
12.000000    16.109213    6.460084e-02       1.867770    
12.000000    16.109379    6.459311e-02       1.868243    
12.000000    16.109875    6.456991e-02       1.869659    
12.500000    15.713596    8.406780e-02       1.757056    
12.500000    15.713763    8.404582e-02       1.757530    
12.500000    15.714263    8.398009e-02       1.758951    
13.000000    15.315778    1.185745e-01       1.659356    
13.000000    15.315946    1.185120e-01       1.659831    
13.000000    15.316448    1.183254e-01       1.661255    
13.500000    14.915960    1.783339e-01       1.574515    
13.500000    14.916129    1.781833e-01       1.574990    
13.500000    14.916633    1.777333e-01       1.576415    
14.000000    14.514324    2.763360e-01       1.502416    
14.000000    14.514493    2.760097e-01       1.502891    
14.000000    14.514999    2.750354e-01       1.504316    
14.500000    14.111034    4.275798e-01       1.442978    
14.500000    14.111203    4.269270e-01       1.443452    
14.500000    14.111710    4.249798e-01       1.444874    
15.000000    13.706238    6.436508e-01       1.396151    
15.000000    13.706408    6.424543e-01       1.396624    
15.000000    13.706915    6.388869e-01       1.398042    
15.500000    13.300074    9.191184e-01       1.361923    
15.500000    13.300243    9.171595e-01       1.362394    
15.500000    13.300750    9.113200e-01       1.363806    
16.000000    12.892664    1.216139e+00       1.340311    
16.000000    12.892833    1.213332e+00       1.340779    
16.000000    12.893340    1.204963e+00       1.342184    
16.500000    12.484124    1.466232e+00       1.331368    
16.500000    12.484292    1.462707e+00       1.331833    
16.500000    12.484798    1.452194e+00       1.333229    
17.000000    12.074556    1.595736e+00       1.335178    
17.000000    12.074724    1.591823e+00       1.335640    
17.000000    12.075228    1.580155e+00       1.337025    
17.500000    11.664056    1.560403e+00       1.351863    
17.500000    11.664224    1.556601e+00       1.352321    
17.500000    11.664726    1.545271e+00       1.353693    
18.000000    11.252714    1.374836e+00       1.381581    
18.000000    11.252881    1.371671e+00       1.382034    
18.000000    11.253380    1.362241e+00       1.383392    
18.500000    10.840610    1.109824e+00       1.424527    
18.500000    10.840775    1.107561e+00       1.424975    
18.500000    10.841272    1.100816e+00       1.426317    
19.000000    10.427818    8.448420e-01       1.480941    
19.000000    10.427983    8.434044e-01       1.481383    
19.000000    10.428476    8.391172e-01       1.482707    
19.500000    10.014408    6.257044e-01       1.551108    
19.500000    10.014571    6.248529e-01       1.551543    
19.500000    10.015061    6.223107e-01       1.552847    
20.000000    9.600443     4.623346e-01       1.635361    
20.000000    9.600604     4.618410e-01       1.635789    
20.000000    9.601089     4.603661e-01       1.637072    
20.500000    9.185979     3.461261e-01       1.734093    
20.500000    9.186139     3.458338e-01       1.734513    
20.500000    9.186619     3.449597e-01       1.735774    
21.000000    8.771070     2.638746e-01       1.847760    
21.000000    8.771228     2.636912e-01       1.848172    
21.000000    8.771702     2.631424e-01       1.849407    
21.500000    8.355762     2.040800e-01       1.976890    
21.500000    8.355918     2.039556e-01       1.977293    
21.500000    8.356386     2.035828e-01       1.978501    
12.000000    15.965822    5.507906e-02       1.742456    
12.000000    15.965989    5.507046e-02       1.742949    
12.000000    15.966488    5.504457e-02       1.744429    
12.500000    15.573902    6.493817e-02       1.633430    
12.500000    15.574070    6.493143e-02       1.633925    
12.500000    15.574573    6.491119e-02       1.635410    
13.000000    15.179717    7.915012e-02       1.537462    
13.000000    15.179885    7.913599e-02       1.537958    
13.000000    15.180391    7.909371e-02       1.539446    
13.500000    14.783470    1.021274e-01       1.454399    
13.500000    14.783640    1.020909e-01       1.454896    
13.500000    14.784147    1.019816e-01       1.456385    
14.000000    14.385348    1.382086e-01       1.384126    
14.000000    14.385518    1.381280e-01       1.384622    
14.000000    14.386027    1.378871e-01       1.386111    
14.500000    13.985518    1.905432e-01       1.326563    
14.500000    13.985688    1.903897e-01       1.327058    
14.500000    13.986198    1.899310e-01       1.328544    
15.000000    13.584131    2.596290e-01       1.281664    
15.000000    13.584301    2.593681e-01       1.282158    
15.000000    13.584812    2.585887e-01       1.283640    
15.500000    13.181327    3.415125e-01       1.249418    
15.500000    13.181497    3.411121e-01       1.249910    
15.500000    13.182008    3.399163e-01       1.251386    
16.000000    12.777232    4.264298e-01       1.229845    
16.000000    12.777402    4.258756e-01       1.230335    
16.000000    12.777912    4.242213e-01       1.231804    
16.500000    12.371963    4.996971e-01       1.223001    
16.500000    12.372133    4.990094e-01       1.223488    
16.500000    12.372642    4.969567e-01       1.224947    
17.000000    11.965626    5.460991e-01       1.228974    
17.000000    11.965796    5.453375e-01       1.229457    
17.000000    11.966303    5.430643e-01       1.230905    
17.500000    11.558321    5.563331e-01       1.247887    
17.500000    11.558489    5.555804e-01       1.248366    
17.500000    11.558994    5.533332e-01       1.249801    
18.000000    11.150136    5.311696e-01       1.279903    
18.000000    11.150304    5.305007e-01       1.280376    
18.000000    11.150806    5.285030e-01       1.281797    
18.500000    10.741157    4.803264e-01       1.325220    
18.500000    10.741323    4.797837e-01       1.325688    
18.500000    10.741823    4.781624e-01       1.327092    
19.000000    10.331460    4.169369e-01       1.384081    
19.000000    10.331625    4.165261e-01       1.384543    
19.000000    10.332121    4.152981e-01       1.385929    
19.500000    9.921116     3.521594e-01       1.456776    
19.500000    9.921280     3.518613e-01       1.457231    
19.500000    9.921772     3.509697e-01       1.458597    
20.000000    9.510190     2.925967e-01       1.543645    
20.000000    9.510353     2.923829e-01       1.544093    
20.000000    9.510840     2.917428e-01       1.545436    
20.500000    9.098744     2.406309e-01       1.645084    
20.500000    9.098905     2.404748e-01       1.645524    
20.500000    9.099387     2.400071e-01       1.646843    
21.000000    8.686832     1.959929e-01       1.761555    
21.000000    8.686991     1.958746e-01       1.761986    
21.000000    8.687468     1.955203e-01       1.763279    
12.500000    15.433948    5.718485e-02       1.514741    
12.500000    15.434117    5.717348e-02       1.515256    
12.500000    15.434623    5.713925e-02       1.516803    
13.000000    15.043420    6.496361e-02       1.420545    
13.000000    15.043589    6.495626e-02       1.421061    
13.000000    15.044097    6.493413e-02       1.422611    
13.500000    14.650769    7.473523e-02       1.339294    
13.500000    14.650939    7.472642e-02       1.339811    
13.500000    14.651450    7.470004e-02       1.341363    
14.000000    14.256185    8.898249e-02       1.270875    
14.000000    14.256355    8.896385e-02       1.271392    
14.000000    14.256867    8.890812e-02       1.272944    
14.500000    13.859837    1.096260e-01       1.215211    
14.500000    13.860008    1.095874e-01       1.215728    
14.500000    13.860521    1.094719e-01       1.217277    
15.000000    13.461882    1.372571e-01       1.172259    
15.000000    13.462053    1.371880e-01       1.172774    
15.000000    13.462567    1.369815e-01       1.174319    
15.500000    13.062461    1.705810e-01       1.142009    
15.500000    13.062632    1.704729e-01       1.142522    
15.500000    13.063145    1.701499e-01       1.144061    
16.000000    12.661703    2.062724e-01       1.124485    
16.000000    12.661874    2.061216e-01       1.124995    
16.000000    12.662386    2.056708e-01       1.126527    
16.500000    12.259727    2.395099e-01       1.119744    
16.500000    12.259897    2.393202e-01       1.120251    
16.500000    12.260409    2.387529e-01       1.121773    
17.000000    11.856643    2.651951e-01       1.127878    
17.000000    11.856813    2.649783e-01       1.128381    
17.000000    11.857323    2.643304e-01       1.129892    
17.500000    11.452551    2.795266e-01       1.149013    
17.500000    11.452720    2.793002e-01       1.149512    
17.500000    11.453228    2.786232e-01       1.151009    
18.000000    11.047545    2.811740e-01       1.183314    
18.000000    11.047713    2.809558e-01       1.183809    
18.000000    11.048219    2.803033e-01       1.185291    
18.500000    10.641710    2.713155e-01       1.230986    
18.500000    10.641878    2.711187e-01       1.231474    
18.500000    10.642380    2.705300e-01       1.232939    
19.000000    10.235127    2.528462e-01       1.292273    
19.000000    10.235293    2.526772e-01       1.292756    
19.000000    10.235792    2.521713e-01       1.294202    
19.500000    9.827868     2.289835e-01       1.367471    
19.500000    9.828033     2.288421e-01       1.367946    
19.500000    9.828528     2.284185e-01       1.369371    
20.000000    9.420003     2.023793e-01       1.456923    
20.000000    9.420166     2.022615e-01       1.457390    
20.000000    9.420656     2.019085e-01       1.458793    
20.500000    9.011592     1.747427e-01       1.561031    
20.500000    9.011754     1.746435e-01       1.561490    
20.500000    9.012239     1.743461e-01       1.562868    
13.500000    14.517923    6.479931e-02       1.229197    
13.500000    14.518094    6.478874e-02       1.229735    
13.500000    14.518607    6.475694e-02       1.231348    
14.000000    14.126898    7.149425e-02       1.162661    
14.000000    14.127070    7.148631e-02       1.163198    
14.000000    14.127584    7.146243e-02       1.164812    
14.500000    13.734055    8.004364e-02       1.108919    
14.500000    13.734227    8.003380e-02       1.109456    
14.500000    13.734742    8.000433e-02       1.111067    
15.000000    13.339552    9.146241e-02       1.067930    
15.000000    13.339724    9.144552e-02       1.068466    
15.000000    13.340240    9.139497e-02       1.070073    
15.500000    12.943534    1.059067e-01       1.039689    
15.500000    12.943706    1.058781e-01       1.040222    
15.500000    12.944221    1.057922e-01       1.041823    
16.000000    12.546132    1.225002e-01       1.024220    
16.000000    12.546304    1.224566e-01       1.024751    
16.000000    12.546819    1.223263e-01       1.026344    
16.500000    12.147470    1.394975e-01       1.021585    
16.500000    12.147641    1.394384e-01       1.022112    
16.500000    12.148155    1.392618e-01       1.023696    
17.000000    11.747657    1.547323e-01       1.031877    
17.000000    11.747828    1.546598e-01       1.032401    
17.000000    11.748340    1.544431e-01       1.033972    
17.500000    11.346799    1.661851e-01       1.055227    
17.500000    11.346969    1.661036e-01       1.055746    
17.500000    11.347479    1.658597e-01       1.057304    
18.000000    10.944989    1.725145e-01       1.091802    
18.000000    10.945159    1.724287e-01       1.092316    
18.000000    10.945666    1.721719e-01       1.093858    
18.500000    10.542318    1.732037e-01       1.141809    
18.500000    10.542486    1.731182e-01       1.142318    
18.500000    10.542991    1.728620e-01       1.143843    
19.000000    10.138866    1.684896e-01       1.205501    
19.000000    10.139033    1.684071e-01       1.206002    
19.000000    10.139534    1.681599e-01       1.207508    
19.500000    9.734711     1.590489e-01       1.283172    
19.500000    9.734876     1.589707e-01       1.283667    
19.500000    9.735373     1.587364e-01       1.285151    
15.000000    13.217200    7.390509e-02       0.968668    
15.000000    13.217373    7.389557e-02       0.969224    
15.000000    13.217891    7.386694e-02       0.970892    
15.500000    12.824603    8.028448e-02       0.942446    
15.500000    12.824776    8.027437e-02       0.943000    
15.500000    12.825294    8.024400e-02       0.944661    
16.000000    12.430577    8.790157e-02       0.929039    
16.000000    12.430749    8.788815e-02       0.929590    
16.000000    12.431266    8.784794e-02       0.931243    
16.500000    12.035244    9.637612e-02       0.928509    
16.500000    12.035417    9.635743e-02       0.929057    
16.500000    12.035933    9.630143e-02       0.930701    
17.000000    11.638721    1.048867e-01       0.940956    
17.000000    11.638893    1.048618e-01       0.941500    
17.000000    11.639408    1.047869e-01       0.943131    
17.500000    11.241113    1.123981e-01       0.966511    
17.500000    11.241284    1.123668e-01       0.967050    
17.500000    11.241796    1.122731e-01       0.968668    
8.500000     20.348816    4.965467e-02       4.723329    
8.500000     20.348966    4.963708e-02       4.723567    
8.500000     20.349417    4.958442e-02       4.724283    
9.000000     19.933720    9.600921e-02       4.507168    
9.000000     19.933873    9.593326e-02       4.507409    
9.000000     19.934331    9.570624e-02       4.508133    
9.500000     19.515217    2.825236e-01       4.305673    
9.500000     19.515372    2.820130e-01       4.305917    
9.500000     19.515836    2.804909e-01       4.306647    
10.000000    19.093700    1.873471e+00       4.118303    
10.000000    19.093856    1.868163e+00       4.118548    
10.000000    19.094327    1.852238e+00       4.119285    
10.500000    18.669511    9.142295e-01       3.944594    
10.500000    18.669669    9.170515e-01       3.944840    
10.500000    18.670145    9.255860e-01       3.945581    
11.000000    18.242948    2.711817e-01       3.784147    
11.000000    18.243108    2.716876e-01       3.784395    
11.000000    18.243588    2.732130e-01       3.785139    
11.500000    17.814271    1.212778e-01       3.636621    
11.500000    17.814433    1.214609e-01       3.636870    
11.500000    17.814917    1.220124e-01       3.637616    
12.000000    17.383712    6.229198e-02       3.501729    
12.000000    17.383874    6.237109e-02       3.501978    
12.000000    17.384362    6.260946e-02       3.502725    
22.500000    8.135527     4.290107e-02       3.470912    
22.500000    8.135676     4.291888e-02       3.471095    
22.500000    8.136124     4.297261e-02       3.471644    
23.000000    7.691124     7.103527e-02       3.616017    
23.000000    7.691271     7.109154e-02       3.616193    
23.000000    7.691712     7.126080e-02       3.616721    
23.500000    7.246542     1.660668e-01       3.778003    
23.500000    7.246686     1.662336e-01       3.778172    
23.500000    7.247119     1.667353e-01       3.778677    
24.000000    6.801753     5.945901e-01       3.957883    
24.000000    6.801895     5.948261e-01       3.958043    
24.000000    6.802319     5.955099e-01       3.958525    
24.500000    6.356715     1.720704e-01       4.156856    
24.500000    6.356853     1.720025e-01       4.157008    
24.500000    6.357268     1.718018e-01       4.157464    
25.000000    5.911364     1.674287e-01       4.376362    
25.000000    5.911499     1.674480e-01       4.376505    
25.000000    5.911903     1.675059e-01       4.376934    
25.500000    5.465613     1.613889e-01       4.618142    
25.500000    5.465744     1.613728e-01       4.618275    
25.500000    5.466138     1.613244e-01       4.618676    
9.000000     19.774718    7.023554e-02       4.325496    
9.000000     19.774873    7.019400e-02       4.325761    
9.000000     19.775337    7.006979e-02       4.326554    
9.500000     19.359946    1.735249e-01       4.124511    
9.500000     19.360103    1.732885e-01       4.124778    
9.500000     19.360574    1.725830e-01       4.125580    
10.000000    18.942077    8.106266e-01       3.937761    
10.000000    18.942236    8.081385e-01       3.938030    
10.000000    18.942713    8.007363e-01       3.938838    
10.500000    18.521459    1.933738e+00       3.764780    
10.500000    18.521620    1.939690e+00       3.765051    
10.500000    18.522102    1.957566e+00       3.765864    
11.000000    18.098395    4.528832e-01       3.605169    
11.000000    18.098557    4.539684e-01       3.605441    
11.000000    18.099044    4.572464e-01       3.606258    
11.500000    17.673151    1.848315e-01       3.458586    
11.500000    17.673315    1.851564e-01       3.458860    
11.500000    17.673805    1.861355e-01       3.459680    
12.000000    17.245961    9.052144e-02       3.324743    
12.000000    17.246126    9.066681e-02       3.325017    
12.000000    17.246620    9.110461e-02       3.325839    
12.500000    16.817033    4.897318e-02       3.203394    
12.500000    16.817199    4.904117e-02       3.203669    
12.500000    16.817696    4.924611e-02       3.204491    
22.000000    8.501067     6.436838e-02       3.210305    
22.000000    8.501221     6.439356e-02       3.210516    
22.000000    8.501681     6.446945e-02       3.211151    
22.500000    8.059565     9.110454e-02       3.343176    
22.500000    8.059716     9.116464e-02       3.343381    
22.500000    8.060170     9.134538e-02       3.343994    
23.000000    7.617898     1.671780e-01       3.492269    
23.000000    7.618047     1.673262e-01       3.492466    
23.000000    7.618493     1.677720e-01       3.493056    
23.500000    7.176056     4.760795e-01       3.658457    
23.500000    7.176202     4.767434e-01       3.658646    
23.500000    7.176640     4.787413e-01       3.659213    
24.000000    6.734015     3.418793e-01       3.842772    
24.000000    6.734158     3.409700e-01       3.842952    
24.000000    6.734587     3.382645e-01       3.843494    
24.500000    6.291738     1.482807e-01       4.046435    
24.500000    6.291878     1.482865e-01       4.046607    
24.500000    6.292297     1.483044e-01       4.047121    
25.000000    5.849168     1.580210e-01       4.270911    
25.000000    5.849304     1.580239e-01       4.271072    
25.000000    5.849713     1.580322e-01       4.271557    
9.000000     19.614385    5.301822e-02       4.147970    
9.000000     19.614542    5.299712e-02       4.148257    
9.000000     19.615012    5.293396e-02       4.149120    
9.500000     19.203402    1.115481e-01       3.947596    
9.500000     19.203561    1.114381e-01       3.947886    
9.500000     19.204037    1.111095e-01       3.948757    
10.000000    18.789237    3.700121e-01       3.761560    
10.000000    18.789398    3.691806e-01       3.761853    
10.000000    18.789880    3.667046e-01       3.762731    
10.500000    18.372244    2.201755e+00       3.589394    
10.500000    18.372407    2.197969e+00       3.589689    
10.500000    18.372895    2.186396e+00       3.590574    
11.000000    17.952732    8.578338e-01       3.430699    
11.000000    17.952897    8.606297e-01       3.430996    
11.000000    17.953389    8.690888e-01       3.431886    
11.500000    17.530972    2.907603e-01       3.285134    
11.500000    17.531138    2.913781e-01       3.285432    
11.500000    17.531635    2.932421e-01       3.286325    
12.000000    17.107202    1.368262e-01       3.152407    
12.000000    17.107369    1.370762e-01       3.152706    
12.000000    17.107870    1.378291e-01       3.153601    
12.500000    16.681635    7.033956e-02       3.032276    
12.500000    16.681803    7.046612e-02       3.032575    
12.500000    16.682306    7.084731e-02       3.033471    
21.500000    8.860735     9.643268e-02       2.962712    
21.500000    8.860893     9.647709e-02       2.962953    
21.500000    8.861365     9.661073e-02       2.963673    
22.000000    8.422170     1.270801e-01       3.083671    
22.000000    8.422325     1.271612e-01       3.083905    
22.000000    8.422791     1.274052e-01       3.084604    
22.500000    7.983436     2.003927e-01       3.220287    
22.500000    7.983589     2.005631e-01       3.220513    
22.500000    7.984048     2.010759e-01       3.221190    
23.000000    7.544538     4.426395e-01       3.373319    
23.000000    7.544688     4.432452e-01       3.373536    
23.000000    7.545139     4.450703e-01       3.374189    
23.500000    7.105466     9.974995e-01       3.543656    
23.500000    7.105614     9.956158e-01       3.543865    
23.500000    7.106056     9.899193e-01       3.544492    
24.000000    6.666205     1.740008e-01       3.732345    
24.000000    6.666349     1.738314e-01       3.732545    
24.000000    6.666783     1.733280e-01       3.733145    
24.500000    6.226720     1.458329e-01       3.940631    
24.500000    6.226861     1.458379e-01       3.940821    
24.500000    6.227284     1.458531e-01       3.941392    
25.000000    5.786961     1.457818e-01       4.170001    
25.000000    5.787099     1.457705e-01       4.170181    
25.000000    5.787512     1.457366e-01       4.170721    
9.000000     19.452819    4.186814e-02       3.974641    
9.000000     19.452978    4.185779e-02       3.974952    
9.000000     19.453453    4.182675e-02       3.975882    
9.500000     19.045679    7.532319e-02       3.774979    
9.500000     19.045840    7.527441e-02       3.775292    
9.500000     19.046322    7.512865e-02       3.776232    
10.000000    18.635271    1.915901e-01       3.589749    
10.000000    18.635433    1.912954e-01       3.590065    
10.000000    18.635922    1.904167e-01       3.591014    
10.500000    18.221955    8.694977e-01       3.418485    
10.500000    18.222120    8.667086e-01       3.418804    
10.500000    18.222613    8.584083e-01       3.419759    
11.000000    17.806046    1.835309e+00       3.260786    
11.000000    17.806212    1.841120e+00       3.261106    
11.000000    17.806710    1.858542e+00       3.262067    
11.500000    17.387819    4.967576e-01       3.116309    
11.500000    17.387986    4.981608e-01       3.116631    
11.500000    17.388489    5.024036e-01       3.117596    
12.000000    16.967517    2.113441e-01       2.984766    
12.000000    16.967686    2.117883e-01       2.985088    
12.000000    16.968192    2.131282e-01       2.986056    
12.500000    16.545357    1.071111e-01       2.865912    
12.500000    16.545527    1.073255e-01       2.866235    
12.500000    16.546036    1.079711e-01       2.867204    
13.000000    16.121531    5.744485e-02       2.759547    
13.000000    16.121702    5.756360e-02       2.759870    
13.000000    16.122214    5.792137e-02       2.760839    
13.500000    15.696897    3.525129e-02       2.666799    
21.000000    9.214451     1.377898e-01       2.728141    
21.000000    9.214612     1.378658e-01       2.728410    
21.000000    9.215095     1.380947e-01       2.729217    
21.500000    8.778877     1.764711e-01       2.837452    
21.500000    8.779036     1.765922e-01       2.837714    
21.500000    8.779513     1.769566e-01       2.838500    
22.000000    8.343116     2.572899e-01       2.961935    
22.000000    8.343273     2.575177e-01       2.962189    
22.000000    8.343743     2.582032e-01       2.962953    
22.500000    7.907182     4.864940e-01       3.102250    
22.500000    7.907336     4.871611e-01       3.102497    
22.500000    7.907799     4.891720e-01       3.103237    
23.000000    7.471081     1.451788e+00       3.259171    
23.000000    7.471233     1.453029e+00       3.259409    
23.000000    7.471688     1.456672e+00       3.260123    
23.500000    7.034811     3.506172e-01       3.433599    
23.500000    7.034960     3.497420e-01       3.433828    
23.500000    7.035407     3.471383e-01       3.434515    
24.000000    6.598358     1.497790e-01       3.626601    
24.000000    6.598504     1.497339e-01       3.626820    
24.000000    6.598942     1.495995e-01       3.627478    
24.500000    6.161694     1.418704e-01       3.839440    
24.500000    6.161837     1.418626e-01       3.839648    
24.500000    6.162265     1.418393e-01       3.840275    
9.500000     18.886871    5.429035e-02       3.606708    
9.500000     18.887034    5.427103e-02       3.607044    
9.500000     18.887521    5.421323e-02       3.608052    
10.000000    18.480270    1.101397e-01       3.422376    
10.000000    18.480435    1.100319e-01       3.422715    
10.000000    18.480928    1.097099e-01       3.423732    
10.500000    18.070680    3.363716e-01       3.252097    
10.500000    18.070846    3.356223e-01       3.252438    
10.500000    18.071345    3.333917e-01       3.253463    
11.000000    17.658421    1.683408e+00       3.095469    
11.000000    17.658589    1.679417e+00       3.095813    
11.000000    17.659093    1.667353e+00       3.096844    
11.500000    17.243774    1.019729e+00       2.952153    
11.500000    17.243943    1.023644e+00       2.952498    
11.500000    17.244451    1.035491e+00       2.953533    
12.000000    16.826986    3.461371e-01       2.821857    
12.000000    16.827156    3.470673e-01       2.822203    
12.000000    16.827668    3.498788e-01       2.823242    
12.500000    16.408278    1.663814e-01       2.704339    
12.500000    16.408449    1.667507e-01       2.704685    
12.500000    16.408964    1.678643e-01       2.705726    
13.000000    15.987846    8.925586e-02       2.599398    
13.000000    15.988018    8.945508e-02       2.599745    
13.000000    15.988536    9.005534e-02       2.600787    
13.500000    15.565866    5.093793e-02       2.506875    
13.500000    15.566039    5.105735e-02       2.507222    
13.500000    15.566559    5.141722e-02       2.508262    
14.000000    15.142496    3.428683e-02       2.426644    
14.000000    15.142670    3.435849e-02       2.426990    
14.000000    15.143191    3.457464e-02       2.428028    
20.000000    9.994374     1.551413e-01       2.422995    
20.000000    9.994540     1.552272e-01       2.423299    
20.000000    9.995039     1.554857e-01       2.424211    
20.500000    9.562115     1.858240e-01       2.506619    
20.500000    9.562279     1.859462e-01       2.506916    
20.500000    9.562773     1.863138e-01       2.507809    
21.000000    9.129604     2.367349e-01       2.604499    
21.000000    9.129767     2.369198e-01       2.604790    
21.000000    9.130255     2.374763e-01       2.605662    
21.500000    8.696873     3.343955e-01       2.717133    
21.500000    8.697034     3.347255e-01       2.717416    
21.500000    8.697516     3.357193e-01       2.718267    
22.000000    8.263946     5.848461e-01       2.845099    
22.000000    8.264104     5.857059e-01       2.845374    
22.000000    8.264579     5.882984e-01       2.846201    
22.500000    7.830841     1.613286e+00       2.989068    
22.500000    7.830996     1.616341e+00       2.989335    
22.500000    7.831464     1.625503e+00       2.990136    
23.000000    7.397567     8.135722e-01       3.149824    
23.000000    7.397720     8.109602e-01       3.150082    
23.000000    7.398180     8.031824e-01       3.150856    
23.500000    6.964127     2.002296e-01       3.328285    
23.500000    6.964277     2.000243e-01       3.328534    
23.500000    6.964728     1.994124e-01       3.329279    
24.000000    6.530511     1.444492e-01       3.525534    
24.000000    6.530658     1.444215e-01       3.525772    
24.000000    6.531099     1.443389e-01       3.526486    
24.500000    6.096696     1.319872e-01       3.742852    
24.500000    6.096840     1.319674e-01       3.743080    
24.500000    6.097271     1.319080e-01       3.743761    
9.500000     18.727073    4.230899e-02       3.442828    
9.500000     18.727237    4.230195e-02       3.443186    
