           1
 (0.600889145660034,0.000000000000000E+000)
 (0.594228891782890,0.000000000000000E+000)
 (0.560972510716566,0.000000000000000E+000)
 (0.477775377540370,0.000000000000000E+000)
 (0.352093434940400,0.000000000000000E+000)
 (0.229363727818068,0.000000000000000E+000)
 (0.141164458593823,0.000000000000000E+000)
 (8.635660098295093E-002,0.000000000000000E+000)
 (5.302018986107294E-002,0.000000000000000E+000)
 (3.247025116374937E-002,0.000000000000000E+000)
 (1.979886349862402E-002,0.000000000000000E+000)
 (1.196717449175353E-002,0.000000000000000E+000)
 (7.142989716377260E-003,0.000000000000000E+000)
 (4.224949859501230E-003,0.000000000000000E+000)
 (2.470156872959070E-003,0.000000000000000E+000)
 (1.416959193782638E-003,0.000000000000000E+000)
 (8.051322178621496E-004,0.000000000000000E+000)
 (4.570364566338632E-004,0.000000000000000E+000)
 (2.528171262821031E-004,0.000000000000000E+000)
 (1.351989611950316E-004,0.000000000000000E+000)
 (7.446629716302158E-005,0.000000000000000E+000)
 (4.282945263241390E-005,0.000000000000000E+000)
 (2.221774443284210E-005,0.000000000000000E+000)
 (9.384046341247007E-006,0.000000000000000E+000)
 (4.750239951926628E-006,0.000000000000000E+000)
 (4.373102344798541E-006,0.000000000000000E+000)
 (3.385303853400162E-006,0.000000000000000E+000)
 (8.491513882810037E-007,0.000000000000000E+000)
 (-1.153367817634887E-006,0.000000000000000E+000)
 (-1.123849349490641E-006,0.000000000000000E+000)
 (3.616341489637024E-007,0.000000000000000E+000)
 (1.756552315548252E-006,0.000000000000000E+000)
 (2.067563724170578E-006,0.000000000000000E+000)
 (1.336639536516300E-006,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962750E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962747E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962750E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962750E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962747E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962750E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962749E-007,0.000000000000000E+000)
 (9.166315281962750E-007,0.000000000000000E+000)
 (1.124596742293923E-002,0.000000000000000E+000)
 (9.994449019846662E-003,0.000000000000000E+000)
 (6.136227806692333E-003,0.000000000000000E+000)
 (4.873610480630844E-003,0.000000000000000E+000)
 (4.220812507930443E-003,0.000000000000000E+000)
 (2.048156697770852E-003,0.000000000000000E+000)
 (1.655855308503592E-003,0.000000000000000E+000)
 (2.880999778946322E-004,0.000000000000000E+000)
 (2.820927155142590E-004,0.000000000000000E+000)
 (-2.059898344568851E-004,0.000000000000000E+000)
 (-6.893128000442369E-004,0.000000000000000E+000)
 (-5.147341738960427E-004,0.000000000000000E+000)
 (-8.360167507800446E-004,0.000000000000000E+000)
 (-1.114123067410045E-003,0.000000000000000E+000)
 (-9.388221549213308E-004,0.000000000000000E+000)
 (-1.071056888250073E-003,0.000000000000000E+000)
 (-1.343645296185702E-003,0.000000000000000E+000)
 (-1.244339999471262E-003,0.000000000000000E+000)
 (-1.175986261126339E-003,0.000000000000000E+000)
 (-1.401457976400185E-003,0.000000000000000E+000)
 (-1.502026160088263E-003,0.000000000000000E+000)
 (-1.357618359353575E-003,0.000000000000000E+000)
 (-1.339780619068756E-003,0.000000000000000E+000)
 (-1.535961912177898E-003,0.000000000000000E+000)
 (-1.637561427812567E-003,0.000000000000000E+000)
 (-1.522423640815403E-003,0.000000000000000E+000)
 (-1.422092878135806E-003,0.000000000000000E+000)
 (-1.525182465101994E-003,0.000000000000000E+000)
 (-1.720798773235678E-003,0.000000000000000E+000)
 (-1.782115391427805E-003,0.000000000000000E+000)
 (-1.652765117355496E-003,0.000000000000000E+000)
 (-1.493860107821545E-003,0.000000000000000E+000)
 (-1.513510639246117E-003,0.000000000000000E+000)
 (-1.795363141546929E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (-1.957812819969242E-003,0.000000000000000E+000)
 (1.290275194043624E-002,0.000000000000000E+000)
 (1.439182520924618E-002,0.000000000000000E+000)
 (1.835001640246210E-002,0.000000000000000E+000)
 (1.601349756256227E-002,0.000000000000000E+000)
 (1.056760606453150E-002,0.000000000000000E+000)
 (7.442472315800378E-003,0.000000000000000E+000)
 (3.290492523466197E-003,0.000000000000000E+000)
 (2.142245839751569E-003,0.000000000000000E+000)
 (1.991205317603822E-005,0.000000000000000E+000)
 (-8.099462538912714E-004,0.000000000000000E+000)
 (-1.195104014755655E-003,0.000000000000000E+000)
 (-2.290415686518275E-003,0.000000000000000E+000)
 (-2.486443624765368E-003,0.000000000000000E+000)
 (-2.562603294466387E-003,0.000000000000000E+000)
 (-3.213368514241626E-003,0.000000000000000E+000)
 (-3.358280386226423E-003,0.000000000000000E+000)
 (-3.196412185111565E-003,0.000000000000000E+000)
 (-3.520719516543824E-003,0.000000000000000E+000)
 (-3.792917130103476E-003,0.000000000000000E+000)
 (-3.586067850129251E-003,0.000000000000000E+000)
 (-3.494731339577511E-003,0.000000000000000E+000)
 (-3.751148855732271E-003,0.000000000000000E+000)
 (-3.828933137800677E-003,0.000000000000000E+000)
 (-3.551660913433641E-003,0.000000000000000E+000)
 (-3.356774958861605E-003,0.000000000000000E+000)
 (-3.471374873420573E-003,0.000000000000000E+000)
 (-3.586766214939464E-003,0.000000000000000E+000)
 (-3.394837175782412E-003,0.000000000000000E+000)
 (-3.015974014294960E-003,0.000000000000000E+000)
 (-2.791426064044763E-003,0.000000000000000E+000)
 (-2.854582974479903E-003,0.000000000000000E+000)
 (-3.004234011894403E-003,0.000000000000000E+000)
 (-2.915550664085774E-003,0.000000000000000E+000)
 (-2.402760929744796E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
 (-2.102347751716723E-003,0.000000000000000E+000)
