0.01 0.019491
0.012 0.026511
0.015 0.035055
0.017 0.045281
0.02 0.057348
0.024 0.071416
0.027 0.087652
0.031 0.10622
0.035 0.1273
0.039 0.15106
0.043 0.17768
0.048 0.20735
0.052 0.24026
0.057 0.27659
0.063 0.31655
0.068 0.36034
0.074 0.40817
0.08 0.46027
0.086 0.51685
0.093 0.57814
0.099 0.6444
0.106 0.71586
0.113 0.79278
0.121 0.87542
0.128 0.96407
0.136 1.059
0.144 1.1605
0.152 1.269
0.161 1.3846
0.169 1.5078
0.178 1.6389
0.188 1.7782
0.197 1.9262
0.207 2.0832
0.217 2.2496
0.227 2.426
0.237 2.6126
0.248 2.8101
0.258 3.0188
0.269 3.2393
0.281 3.4721
0.292 3.7178
0.304 3.977
0.316 4.2502
0.328 4.5382
0.341 4.8415
0.353 5.1609
0.366 5.4972
0.379 5.851
0.393 6.2232
0.406 6.6146
0.42 7.0261
0.434 7.4585
0.448 7.913
0.463 8.3903
0.477 8.8916
0.492 9.4179
0.508 9.9704
0.523 10.55
0.539 11.158
0.555 11.796
0.571 12.465
0.587 13.166
0.604 13.9
0.62 14.67
0.638 15.475
0.655 16.318
0.672 17.2
0.69 18.122
0.708 19.085
0.726 20.091
0.745 21.141
0.763 22.236
0.782 23.376
0.801 24.563
0.821 25.797
0.84 27.079
0.86 28.408
0.88 29.785
0.9 31.209
0.921 32.679
0.942 34.195
0.963 35.754
0.984 37.355
1.005 38.996
1.027 40.672
1.049 42.382
1.071 44.122
1.093 45.886
1.116 47.672
1.139 49.473
1.162 51.285
1.185 53.104
1.208 54.923
1.232 56.737
1.256 58.541
1.28 60.331
1.305 62.1
1.329 63.846
1.354 65.562
1.38 67.246
1.405 68.895
1.43 70.504
1.456 72.072
1.482 73.597
1.509 75.076
1.535 76.51
1.562 77.896
1.589 79.234
1.616 80.524
1.643 81.766
1.671 82.961
1.699 84.108
1.727 85.209
1.756 86.265
1.784 87.277
1.813 88.245
1.842 89.171
1.871 90.056
1.901 90.902
1.931 91.71
1.96 92.48
1.991 93.215
2.021 93.916
2.052 94.584
2.083 95.22
2.114 95.826
2.145 96.403
2.177 96.951
2.209 97.473
2.241 97.969
2.273 98.44
2.305 98.888
2.338 99.313
2.371 99.716
2.404 100.099
2.438 100.461
2.471 100.805
2.505 101.13
2.54 101.438
2.574 101.728
2.608 102.003
2.643 102.262
2.678 102.507
2.714 102.737
2.749 102.953
2.785 103.157
2.821 103.347
2.857 103.526
2.894 103.693
2.93 103.849
2.967 103.995
3.004 104.13
3.042 104.255
3.079 104.371
3.117 104.477
3.155 104.575
3.193 104.664
3.232 104.745
3.271 104.818
3.31 104.884
3.349 104.942
3.388 104.994
3.428 105.038
3.468 105.076
3.508 105.108
3.548 105.134
3.589 105.154
3.63 105.168
3.671 105.176
3.712 105.18
3.754 105.178
3.795 105.172
3.837 105.16
3.88 105.144
3.922 105.124
3.965 105.1
4.008 105.071
4.051 105.038
4.094 105.001
4.138 104.961
4.182 104.917
4.226 104.869
4.27 104.818
4.314 104.764
4.359 104.706
4.404 104.646
4.449 104.582
4.495 104.516
4.541 104.446
4.586 104.374
4.633 104.3
4.679 104.223
4.726 104.143
4.772 104.061
4.819 103.976
4.867 103.89
4.914 103.801
4.962 103.71
5.01 103.617

